PC4,OBJECTID,Aantal_adr,Aantal_mul,SHAPE_Leng,SHAPE_Area,GM_NAAM,A_VAC,INWONER,MAN,VROUW,INW_014,INW_1524,INW_2544,INW_4564,INW_65PL,P_NL_ACHTG,P_WE_MIG_A,P_NW_MIG_A,AANTAL_HH,TOTHH_EENP,TOTHH_MPZK,HH_EENOUD,HH_TWEEOUD,GEM_HH_GR,WONING,WONVOOR45,WON_4564,WON_6574,WON_7584,WON_8594,WON_9504,WON_0514,WON_1524,WON_MRGEZ,P_KOOPWON,P_HUURWON,WON_HCORP,WON_NBEW,WOZWONING,UITKMINAOW,OAD,STED,ZORGINSTELLING,INW_ZORG,P_VAC,P_ZORG,P_65PL,P_4564,P_2544,P_1524,P_VROUW,P_UITKMINAOW,pred,diffLM,diffLM_inv,Id,pc4_z,pc4_bins
4909,1692,550,1,0.197818976450393,0.002061219776258,Oosterhout,372,1225,620,605,170,150,215,435,255,90,10,0,485,90,205,20,165,2.5,500,150,65,75,60,50,60,25,10,5,90,10,20,30,368,35,116,5,0,0,30.3673469387755,0,20.8163265306122,35.5102040816327,17.5510204081633,12.2448979591837,49.3877551020408,2.85714285714286,28.2126268466454,-2.15,2.15,140,-0.779283833968307,3
4911,1693,524,1,0.215583391274,0.00128521033113,Oosterhout,334,1295,670,625,210,195,210,460,225,90,10,0,480,100,150,20,210,2.7,470,85,70,60,75,50,75,35,20,,90,10,20,15,439,35,167,5,1,15,25.7915057915058,1.15830115830116,17.3745173745174,35.5212355212355,16.2162162162162,15.0579150579151,48.2625482625483,2.7027027027027,25.1822726189598,-0.61,0.61,141,-0.263033216936754,4
4921,1694,6137,1,0.197029889054181,0.001452441389414,Drimmelen,3846,12450,6190,6260,1745,1350,2670,3705,2980,90,10,0,5465,1650,1915,285,1605,2.3,5435,420,920,1015,970,795,550,545,220,825,70,30,1240,165,267,580,1124,3,1,275,30.8915662650602,2.20883534136546,23.9357429718876,29.7590361445783,21.4457831325301,10.8433734939759,50.281124497992,4.65863453815261,29.1430864829211,-1.75,1.75,142,-0.645192764609462,4
4924,1695,309,1,0.476019246132193,0.006045181071647,Drimmelen,172,570,295,275,75,75,85,205,130,90,10,0,230,50,85,10,80,2.5,230,70,30,20,55,10,30,15,,5,80,20,30,10,349,25,66,5,0,0,30.1754385964912,0,22.8070175438597,35.9649122807018,14.9122807017544,13.1578947368421,48.2456140350877,4.3859649122807,29.4300845368778,-0.75,0.75,143,-0.30996509121235,4
4926,1696,2070,1,0.312350969636235,0.002927863165833,Drimmelen,1120,4060,2045,2015,540,470,825,1355,870,90,10,0,1760,500,625,100,520,2.3,1800,375,195,390,275,260,130,90,90,190,70,30,530,50,251,215,367,5,1,0,27.5862068965517,0,21.4285714285714,33.3743842364532,20.320197044335,11.576354679803,49.6305418719212,5.29556650246305,28.101024061402,0.51,-0.51,144,0.112421777268012,5
4927,1697,848,1,0.271692788979372,0.001841919069532,Drimmelen,482,1730,885,845,255,190,370,570,345,90,10,0,735,190,280,35,225,2.3,730,185,95,140,110,80,50,55,10,55,80,20,135,20,274,90,175,5,0,0,27.8612716763006,0,19.9421965317919,32.9479768786127,21.3872832369942,10.9826589595376,48.8439306358382,5.20231213872832,27.2832218122028,-0.58,0.58,145,-0.25297638673484,4
4931,1698,3682,1,0.135526593380856,0.000924281949252,Geertruidenberg,2000,6950,3480,3465,1060,720,1635,2075,1455,90,10,0,3115,1040,980,240,850,2.2,3205,360,490,935,435,425,235,315,5,765,60,40,980,90,216,445,1075,3,1,75,28.7769784172662,1.07913669064748,20.9352517985612,29.8561151079137,23.5251798561151,10.3597122302158,49.8561151079137,6.40287769784173,27.3254463110401,-1.45,1.45,146,-0.544624462590328,4
4941,1699,4841,1,0.355193387313375,0.001544925809937,Geertruidenberg,2801,8745,4230,4515,1285,860,1910,2420,2270,90,10,0,3915,1255,1310,300,1045,2.2,4075,450,640,895,855,250,285,695,10,930,60,40,1500,175,241,610,1215,3,1,195,32.0297312750143,2.22984562607204,25.9576901086335,27.6729559748428,21.8410520297313,9.83419096626644,51.6295025728988,6.97541452258433,30.3798851862026,-1.65,1.65,147,-0.611669997269751,4
4942,1700,1516,1,0.055399541189227,0.000111054851058,Geertruidenberg,808,3715,1890,1825,690,440,950,1200,435,90,10,0,1455,295,500,95,560,2.5,1490,,,10,465,805,120,90,,160,70,30,360,20,251,225,1285,3,0,0,21.749663526245,0,11.7092866756393,32.3014804845222,25.5720053835801,11.8438761776581,49.1251682368775,6.05652759084791,21.410367177145,-0.34,0.34,148,-0.172521745119534,4
4944,1701,1015,1,0.247705788067019,0.001344942922337,Geertruidenberg,582,2135,1095,1035,315,275,490,670,380,90,10,0,900,245,295,60,295,2.4,870,190,125,150,190,105,65,30,20,60,70,30,170,30,286,115,237,5,1,45,27.2599531615925,2.10772833723653,17.7985948477752,31.3817330210773,22.9508196721311,12.8805620608899,48.4777517564403,5.3864168618267,24.7097039679172,-2.55,2.55,149,-0.913374903327152,3
5111,1757,3889,1,0.714958617410525,0.006671769516766,Baarle-Nassau,1884,5655,2845,2810,770,490,1180,1605,1610,70,20,0,2590,875,905,175,625,2.2,2360,310,300,565,285,330,240,215,120,360,70,30,305,140,287,350,386,5,1,125,33.315649867374,2.210433244916,28.4703801945181,28.3819628647215,20.8664898320071,8.66489832007073,49.6905393457118,6.18921308576481,32.6115364130435,-0.7,0.7,150,-0.293203707542494,4
5113,1758,594,1,0.255227275968616,0.002626634379958,Baarle-Nassau,304,1075,550,525,155,135,220,360,205,70,20,0,430,110,145,20,150,2.5,450,135,85,50,65,45,35,20,20,25,80,20,30,40,323,45,68,5,0,0,28.2790697674419,0,19.0697674418605,33.4883720930233,20.4651162790698,12.5581395348837,48.8372093023256,4.18604651162791,26.2992628052343,-1.98,1.98,151,-0.722295129490798,3
5114,1759,73,1,0.206272816214029,0.000862565673584,Baarle-Nassau,43,130,65,65,10,10,20,55,35,60,40,,55,15,25,,15,2.3,65,30,10,10,,,,5,,,90,10,,10,394,5,22,5,0,0,33.0769230769231,0,26.9230769230769,42.3076923076923,15.3846153846154,7.69230769230769,50,3.84615384615385,35.1453533331834,2.07,-2.07,152,0.635376947767507,5
5131,1765,2046,1,0.415265264737416,0.005182849121388,Alphen-Chaam,1209,4250,2195,2055,660,490,895,1300,910,80,10,0,1735,440,660,85,550,2.4,1790,235,205,360,285,215,185,195,110,180,80,20,280,75,314,185,384,5,1,65,28.4470588235294,1.52941176470588,21.4117647058824,30.5882352941177,21.0588235294118,11.5294117647059,48.3529411764706,4.35294117647059,27.5735527273998,-0.87,0.87,153,-0.350192412020003,4
